year,month,location,state,class,grade,units,bid_low,bid_high,date,bid_avg,spread,quality,price_lag,date_diff,price_diff,price_diff_adj,diff_pct,diff_pct_adj,price_inc,price_dev,dev_cat,None,D0_lag1,D1_lag1,D2_lag1,D3_lag1,D4_lag1,D2plus_lag1,drought_area_pct,dry_area,D0_lag2,D1_lag2,D2_lag2,D3_lag2,D4_lag2,D2plus_lag2,D0_lag3,D1_lag3,D2_lag3,D3_lag3,D4_lag3,D2plus_lag3,D0_lag4,D1_lag4,D2_lag4,D3_lag4,D4_lag4,D2plus_lag4,D0,D1,D2,D3,D4,D2plus,time_period
2000,1,Mountains and Northwest,CO,ALFALFA,GOOD,Ton,75,75,2000-01-01,75,0,ALFALFA_GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.875085,NA,NA,NA,NA,NA,NA,0,25.67997633162217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.21302,0,0,0,0,0,1
2000,1,Mountains and Northwest,CO,GRASS,FAIR,Ton,50,60,2000-01-01,55,10,GRASS_FAIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.875085,NA,NA,NA,NA,NA,NA,0,25.67997633162217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.21302,0,0,0,0,0,1
2000,1,Mountains and Northwest,CO,GRASS,GOOD,Ton,60,70,2000-01-01,65,10,GRASS_GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.875085,NA,NA,NA,NA,NA,NA,0,25.67997633162217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.21302,0,0,0,0,0,1
2000,1,Mountains and Northwest,CO,GRASS,PREMIUM,Ton,90,95,2000-01-01,92.5,5,GRASS_PREMIUM,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.875085,NA,NA,NA,NA,NA,NA,0,25.67997633162217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.21302,0,0,0,0,0,1
2000,1,Mountains and Northwest,CO,ALFALFA,GOOD,Ton,75,75,2000-01-01,75,0,ALFALFA_GOOD,75,0,0,0,0,0,0,0,0,20.875085,NA,NA,NA,NA,NA,NA,0,25.67997633162217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.21302,0,0,0,0,0,1
2000,1,Mountains and Northwest,CO,ALFALFA,PREMIUM,Ton,80,80,2000-01-01,80,0,ALFALFA_PREMIUM,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.875085,NA,NA,NA,NA,NA,NA,0,25.67997633162217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.21302,0,0,0,0,0,1
2000,1,Northeast Colorado,CO,ALFALFA,FAIR,Ton,40,50,2000-01-01,45,10,ALFALFA_FAIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.400985000000002,NA,NA,NA,NA,NA,NA,0,16.42269247462958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3842175,0,0,0,0,0,1
2000,1,Northeast Colorado,CO,ALFALFA,GOOD,Ton,55,65,2000-01-01,60,10,ALFALFA_GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.400985000000002,NA,NA,NA,NA,NA,NA,0,16.42269247462958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3842175,0,0,0,0,0,1
2000,1,Northeast Colorado,CO,ALFALFA,PREMIUM,Ton,85,85,2000-01-01,85,0,ALFALFA_PREMIUM,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.400985000000002,NA,NA,NA,NA,NA,NA,0,16.42269247462958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3842175,0,0,0,0,0,1
2000,1,Northeast Colorado,CO,GRASS,GOOD,Ton,55,55,2000-01-01,55,0,GRASS_GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.400985000000002,NA,NA,NA,NA,NA,NA,0,16.42269247462958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3842175,0,0,0,0,0,1
